"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons","Hg. janthinomys","Hg. Leucocelaenous","S. chloropterus","location format ","other Hg. or S.","height data "
409963,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Scanning electron microscopy of eggs of sabethes cyaneus","Mosquitoes of the Neotropical genus Sabethes, some species of which are yellow fever vectors, most often develop through the immature stages in tree holes. Sabethes eggs have not been previously characterized using scanning electron microscopy. Eggs of Sabethes cyaneus (length: 349.6 ± 2.7 m; width: 172.6 ± 1.14 m; n 10) are almost biconical when examined from the top. From a lateral perspective 2 surfaces can be seen. One surface is smooth and more convex, whereas the other is less convex and partially covered by a network from which many fungiform tubercles arise. The micropyle is situated on the smooth surface of the pointed anterior tip and is surrounded by an irregular row of tubercles, some of which are leaf shaped. No structures possibly involved in adhesion to surfaces are visible. When hatching, the egg splits dorsoventrally approximately two-thirds of the length from the anterior end. The tubercles appear to be water repellent, and the more convex/smoother surface is downturned, and this position on water was confirmed by direct observation. The eggs float free on the water surface. Copyright © 2013 by The American Mosquito Control Association, Inc.","Alencar, J.; Foster, W.A.; Marcondes, C.B.; Müller, G.A.; Oliveira, E.M.; Santos-Mallet, J.; Sarmento, J.S.","","29",2013,"","","","","","","","",""
409964,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","The Orthologue of the Fruitfly Sex Behaviour Gene Fruitless in the Mosquito Aedes aegypti: Evolution of Genomic Organisation and Alternative Splicing","In Drosophila melanogaster the doublesex (dsx) and fruitless (fru) regulatory genes act at the bottom of the somatic sex determination pathway. Both are regulated via alternative splicing by an upstream female-specific TRA/TRA-2 complex, recognizing a common cis element. dsx controls somatic sexual differentiation of non-neural as well as of neural tissues. fru, on the other hand, expresses male-specific functions only in neural system where it is required to built the neural circuits underlying proper courtship behaviour. In the mosquito Aedes aegypti sex determination is different from Drosophila. The key male determiner M, which is located on one of a pair of homomorphic sex chromosomes, controls sex-specific splicing of the mosquito dsx orthologue. In this study we report the genomic organization and expression of the fru homologue in Ae. aegypti (Aeafru). We found that it is sex-specifically spliced suggesting that it is also under the control of the sex determination pathway. Comparative analyses between the Aeafru and Anopheles gambiae fru (Angfru) genomic loci revealed partial conservation of exon organization and extensive divergence of intron lengths. We find that Aeadsx and Aeafru share novel cis splicing regulatory elements conserved in the alternatively spliced regions. We propose that in Aedes aegypti sex-specific splicing of dsx and fru is most likely under the control of splicing regulatory factors which are different from TRA and TRA-2 found in other dipteran insects and discuss the potential use of fru and dsx for developing new genetic strategies in vector control. © 2013 Salvemini et al.","Aceto, S.; Alphey, L.; D'Amato, R.; Neira, M.; Nimmo, D.; Petrella, V.; Polito, L.C.; Saccone, G.; Salvemini, M.","","8",2013,"","","","","","","","",""
409965,"not_duplicate","included","excluded","not_started","database","Scopus","","Culicidae (diptera: Culicomorpha) from the central brazilian amazon: Nhamundá and abacaxis rivers","Mosquito fauna (Culicidae) from remote areas along the geographical limits of the State of Amazonas were assessed by employing CDC, Shannon, Malaise and Suspended traps, together with net sweeping and immature collections. Two hundred and six collections were performed in seven localities along the Nhamundá and Abacaxis Rivers, State of Amazonas, Brazil, during May and June 2008. The northernmost locality was 120 km from Nhamundá, whereas the southernmost locality was 150 km from the mouth of the Abacaxis River. The 5,290 mosquitoes collected are distributed in 16 genera, representing 109 different species, of which eight are new distributional records for the State of Amazonas. Furthermore, there are nine morphospecies which may represent undescribed new taxa, five of which are also new records for the State of Amazonas. Culex presented the highest number of species and the largest number of individuals. Anopheles, which represents 3% of the total sample, had the second highest number of species, followed by Wyeomyia. Psorophora and Aedes, represent the third and fourth largest number of individuals. The most abundant species was Cx. (Mel.) vaxus Dyar, 1920 followed by Cx. (Mel.) eknomios Forattini & Sallum, 1992, Cx. (Cux.) mollis Dyar & Knab, 1906, Cx. (Mel.) theobaldi Lutz, 1904, and Cx. (Cux.) declarator Dyar & Knab, 1906. The epidemiological and ecological implications of mosquito species found are discussed and are compared with other mosquito inventories from the Amazon region. The results presented represent the largest standardized inventory of mosquitoes of the Nhamundá and Abacaxis rivers, with the identification of 118 species level taxa distributed in seven localities, within four municipalities (Nhamundá, Maués, Borba, Nova Olinda do Norte), of which we have only few or no records in the published literature. © 2013 Sociedade Brasileira de Zoologia.","Honegger, R.W.H.; Hutchings, R.S.G.; Sallum, M.A.M.","","30",2013,"","Honegger_2013_Culicidae_diptera_Culicomorpha_from_the_central_brazilian_amazon_Nhamunda_and_abacaxis_rivers.pdf","Wrong species ","","","","","",""
409966,"not_duplicate","included","excluded","not_started","database","Scopus","","Two new records of potential Sylvan Yellow Fever and Mayaro species vectors from Ecuador","Two new records of mosquitoes (Diptera: Culicidae) are presented from Ecuador, and both potential vectors of yellow fever virus and Mayaro. Sabethes amazonicus Gordon and Evans and Haemagogus anastasionis Dyar adults were collected in a locality in the province of Zamora-Chinchipe, in which there have been cases of yellow fever previously. This finding shows the importance of further studies of baseline vector in the country, geographical distribution and ecological aspects and possible epidemiological link with emerging and reemerging diseases.","Cevallos, V.; Navarro, J.-C.; Ponce, P.","","53",2013,"","Cevallos_2013_Two_new_records_of_potential_Sylvan_Yellow_Fever_and_Mayaro_species_vectors_from_Ecuador.pdf","Wrong species ","","","","","",""
409967,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Study of phenotypic variability and borrelia infectivity in different populations of ornithodoros tholozani in zanjan province","Bakground and Objective: The soft tick, Ornithodoros tholozani, is of major medical importance due to biting humans and taking blood-meal. Despite the medical importance of this tick, no in-depth studies have been carried out to distinguish different forms and their capability in transmitting the disease. To this end, this study was carried out to identify phenotypic diversity, and contamination of the different strains of this tick to Borrelia persica in Zanjan province. Materials and Methods: In this descriptive study, microscopic examination was carried out with 0.1 micrometer precision, and 20 quantitative morphometric indexes were measured alongside the assessment of qualitative factors. The contamination to Borrelia was investigated through feeding on three-day-old neonate mice, and injection of squashed suspension into the peritoneum of the mice. Results: laboratory investigation revealed that the contamination by Borrelia in tick samples was 0.004-0.008. Morphologic traits examination revealed that body size of the ticks from Khodabandeh and Mahneshan cities was 6.81× 3.93 mm. The two strains of Khodabandeh and Mahneshan had different capitulum widths, and genital opening sizes. Males of Ornithodoros tholozani were smaller than females reaching a size of 4.6 × 2.6 mm. Apart from the length and width of capitulum which were higher in Mahneshan samples than in Khodabandeh, the other indexes were not significantly different. The nymphs in the two strains differed in the body size, the length and width of capitulum, the lengths of the second and fourth segments of the palp; however, they were identical in other indexes. Conclusion: Regarding the morphologic distinction between samples in the study sites and their contamination by Borrelia; and lack of comprehensive knowledge in analyzing the data, it seems necessary to conduct extensive research in order to review description of the species, express taxonomic position of different strains and provide molecular identification protocol in order to prioritize the application sites, and monitor the administration plans to precisely determine the infection rate of the ticks to Borrelia in diverse geographical regions.","Ghavami, M.B.; Mohammadi, J.; Mohammadi, M.","","21",2013,"","","","","","","","",""
409968,"not_duplicate","included","excluded","not_started","database","Scopus","","Culicidae (Diptera) selection of humans, chickens and rabbits in three different environments in the province of Chaco, Argentina","Studies were conducted to determine the selection of humans, chickens and rabbits by Culicidae in three different environments in the province of Chaco, Argentina. Mosquitoes were collected fortnightly using cylindrical metal traps containing animal bait (chickens and rabbits). The mosquitoes were collected between June 2001-May 2002. During the same period and with the same frequency, mosquitoes biting the human operators of the traps were collected during the first 15 min of exposure within different time intervals: from 09:00 am-11:00 am, 01:00 pm-03:00 pm, 05:00 pm-07:00 pm and 09:00 pm-10:00 pm. A total of 19,430 mosquitoes of 49 species belonging to 10 genera were collected. Culex species mainly selected chicken bait and Wyeomyia species selected rabbit bait. Ochlerotatus and Psorophora species were more abundant in rabbit-baited traps. Anopheles triannulatus, Coquillettidia nigricans, Ochlerotatus scapularis, Mansonia titillans and Psorophora albigenu showed a strong attraction for human bait. The Anopheles, Coquillettidia, Culex and Mansonia species were more active between 05:00 pm-09:00 pm, while Ochlerotatus, Psorophora, Haemagogus and Wyeomyia were most active from 09:00 am-07:00 pm. This study provides additional information about the biology and ecology of arbovirus vectors in Chaco.","Almirón, W.R.; Ludueña Almeida, F.; Stein, M.; Willener, J.A.; Zalazar, L.","","108",2013,"","Almiron_2013_Culicidae_Diptera_selection_of_humans_chickens_and_rabbits_in_three_different_environments_in_the_province_of_Chaco_Argentina.pdf","Wrong species ","","","","","",""
409969,"not_duplicate","included","excluded","not_started","database","Scopus","","Evolutionary and ecological factors underlying the tempo and distribution of yellow fever virus activity","Yellow fever virus (YFV) is historically one of the most important viruses to affect human populations. Despite the existence of highly effective vaccines for over 70. years, yellow fever remains a significant and re-emerging cause of morbidity and mortality in endemic and high-risk regions of South America and Africa. The virus may be maintained in sylvatic enzootic/epizootic, transitional and urban epidemic transmission cycles with geographic variation in terms of levels of genetic diversity, the nature of transmission cycles and patterns of outbreak activity. In this review we consider evolutionary and ecological factors underlying YFV emergence, maintenance and spread, geographic distribution and patterns of epizootic/epidemic activity. © 2012 Elsevier B.V.","Auguste, A.J.; Carrington, C.V.F.","","13",2013,"","Auguste_2013_Evolutionary_and_ecological_factors_underlying_the_tempo_and_distribution_of_yellow_fever_virus_activity.pdf","focus on virus","","","","","",""
409970,"not_duplicate","included","excluded","not_started","database","Scopus","","Ilheus Virus Isolation in the Pantanal, West-Central Brazil","The wetlands of the Brazilian Pantanal host large concentrations of diverse wildlife species and hematophagous arthropods, conditions that favor the circulation of zoonotic arboviruses. A recent study from the Nhecolândia sub-region of Pantanal reported serological evidence of various flaviviruses, including West Nile virus and Ilheus virus (ILHV). According to the age of seropositive horses, at least three flaviviruses, including ILHV, circulated in the Brazilian Pantanal between 2005 and 2009. To extend this study, we collected 3,234 adult mosquitoes of 16 species during 2009 and 2010 in the same sub-region. Mosquito pool homogenates were assayed for infectious virus on C6/36 and Vero cell monolayers and also tested for flaviviral RNA by a group-specific real-time RT-PCR. One pool containing 50 non-engorged female specimens of Aedes scapularis tested positive for ILHV by culture and for ILHV RNA by real-time RT-PCR, indicating a minimum infection rate of 2.5 per 1000. Full-length genomic sequence exhibited 95% identity to the only full genome sequence available for ILHV. The present data confirm the circulation of ILHV in the Brazilian Pantanal.","Brault, A.C.; Campos, Z.M.S.; Couto-Lima, D.; Kenney, J.L.; Komar, N.; Nogueira, R.M.R.; Pauvolid-Corrêa, A.; Schatzmayr, H.G.","","7",2013,"","Brault_2013_Ilheus_Virus_Isolation_in_the_Pantanal_West-Central_Brazil.pdf","Wrong species ","","","","","",""
409971,"not_duplicate","included","included","started","database","Scopus","","Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas","Feeding patterns of mosquitoes in six Brazilian environmental preservation areas were analyzed by the precipitin technique. The mosquito populations were captured using Shannon traps during different time periods. Bird, cow, dog, horse, opossum, human, and rodent antisera diagnostic tests were employed and results were analyzed by calculating the Sørensen similarity index and using the null-model test. Of the 647 analyzed specimens, 443 reacted to the utilized antisera, of which 331 reacted to one blood source, with the most frequent being birds (49.4%); and 112 specimens reacted to two blood sources, with the most frequent combination from birds + rodents (14.3%). The feed profiles demonstrated that Anopheles albitarsis, An. evansae, Aedes fulvus, Psorophora albigenu, Ps. albipes, Ps. ferox, and Mansonia titillans fed predominantly on birds. The similarity index showed that in some localities An. cruzii, Chagasia fajardi, Ae. scapularis, Ae. serratus, Haemagogus leucocelaenus, Ps. albigenu, and Ps. ferox presented similar dietary habits. The null-models test indicated that species from SMSP, INP, CGNP, and THP demonstrated an aggregate pattern, while species from SONP and SBNP showed a random pattern. The mosquitoes fed predominantly on birds, but from an epidemiological standpoint, the eclectic feeding habits were found to be constant among the mosquitoes analyzed. © 2012 The Society for Vector Ecology.","Alencar, J.; Costa, J.M.; Dos Santos Silva, J.; Guimarães, A.E.; Seixas-Lorosa, E.","","37",2012,"","Alencar_2012_Feeding_patterns_of_mosquitoes_Diptera-_Culicidae_in_six_Brazilian_environmental_preservation_areas.pdf","","N/A","","N/A","d; e; g; r; e; e; s; /; m; i; n; u; t; e; s; /; s; e; c; o; n; d; s","n; o","y; e; s"
409972,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Female teneral mating in a monandrous species","Schultesia nitor is a gregarious species living in Cacicus and Psarocolius ssp. pouchlike nests. Due to gregariousness, opportunities for multiple copulations in both sexes are not supposed to be restricted. Females produce only one brood during their life and die within a few days following the birth of their nymphs, but this unique brood could be the result of either single or multiple mating events (i.e., monandry vs. polyandry). In this study, we first determined the age of sexual receptivity of both males and females. Larval development in this species is shorter in males than in females and thus, this species is protandric. Males were not able to copulate the day after emergence. Contrary to males, teneral females (i.e., females achieving their imaginal molt but not yet fully sclerotised and colored)were attractive andwere able to mate with males. In the second experiment, we tested the existence of multiple matings in both sexes. Our results showed that females were monandrous whereas males were polygynous. Since we had observed that females were monoandrous, we expected them to be choosy and we determined their ability to discriminate between virgin and nonvirgin males. When given the choice, females preferred virgin males and overall, they were more successful at mating than experienced ones. Our results suggest that monandry may be primarily driven by the female's short life-span fecundity. The occurrence of teneral mating in this species calls into question the existence of a male strategy for monopolizing females, and as well as the implication of female choice. Although further work is required, this species provides an interesting model for understanding sexual conflicts. © 2012 The Authors. Ecology and Evolution published by Blackwell Publishing Ltd.","Monceau, K.; van Baaren, J.","","2",2012,"","","","","","","","",""
409973,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Media epidemics: Sense production and social configuration of yellow fever in the journalistic coverage, 2007-2008","Located in the Field of communication and health, the objective of this article is to analyze the senses attributed in the discourse on yellow fever, during the journalistic coverage of the epizooty of the diseased, occurring in Brazil during the summer 2007-2008. Employing the theoretical reference of discursive practices and sense production in daily life and the hypothesis of agendasetting and framing of the news, all material on yellow fever issued by the newspaper ""Folha de São Paulo"" were analyzed during the period comprised between 12/21/07 to 02/29/08 as well as all official documentation on the epizooty issued by the Brazilian authorities on public health during the period comprised between 01/03 and 02/28/08. Finding indicate that discursive strategies of the journalistic coverage rendered relative the discourse of public health authorities; prioritized divulgation of the number of cases; emphasized vaccination as the limit between life and death, refraining to inform the risks of the indiscriminate use of the product and propagated the imminence of a major epidemics of yellow fever. These strategies attributed new senses to the disease, dislodging the event from the wild form, restrict in space and limited in severity, to the urban form, characterized by epidemics and with a more severe potential. Secondarily, this study allowed to identify the impact of this media discourse on the national immunization system and the risks to which the population was exposed due to the senses produced: in 2008, eight cases of serious reactions to the vaccine were registered, and six of these cases resulted in deaths.","Brigagão, J.I.M.; Cuenca, A.M.B.; Malinverni, C.","","22",2012,"","","","","","","","",""
409974,"not_duplicate","included","excluded","not_started","database","Scopus","","Diversity of mosquito vectors (Diptera: Culicidae) in Caxiuanã, Pará, Brazil","This paper presents a study based on ecological parameters represented by diversity and richness indices applied in a community of mosquitoes (Diptera: Culicidae), at the National Forest of Caxiuanã, Melgaço municipality, state of Pará, in the Brazilian Amazon. A total of 25,433 specimens of culicids were collected in the study, from five field collection periods, over 10 months, between 2005 and 2006. Specimens were collected in four heights of the forest (ground level, 8 m, 16 m, and 30 m-canopy). Diversity indices of Shannon and Berger-Parker were obtained, and indicators of dominance of species were calculated. The species Culex portesi was dominant in this site, representing about 84 of specimens. Measures of richness and similarity (Jaccard) were obtained for the five strata of time and four height levels. According to the richness estimator abundance-based covered estimator (ACE) the greatest value occurred in April (2006), considering the levels of height to 16 m and on the ground. The estimates obtained have shown quantitative parameters of mosquito populations in the region of the Forest of Caxiuanã. © 2012 Ulisses E. C. Confalonieri and Cristina Costa Neto.","Confalonieri, U.E.C.; Costa Neto, C.","","2012",2012,"","Confalonieri_2012_Diversity_of_mosquito_vectors_Diptera_Culicidae_in_Caxiuana_Para_Brazil.pdf","No location data ","","","","","",""
409975,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Yellow fever vaccine","","Barrett, A.D.T.; Erin Staples, J.; Gershman, M.; Monath, T.P.","","",2012,"","","","","","","","",""
409976,"not_duplicate","included","included","started","database","Scopus","","Twenty-year surveillance of insects relevant to public health during the construction of hydroelectric facilities in Antioquia, Colombia","Introduction: Entomological studies conducted in large hydroelectric infrastructure projects are a tool for the prevention and control of vector-borne diseases. These diseases emerge as a consequence of changes made to the terrain that often increase the natural and artificial mosquito larval habitats. Many of these insects are of public health importance and population increases result in an increased risk of disease transmission. Objective: The culicine (mosquito) and phlebotomine (sand fly) populations were characterized in the area of the Porce II and Porce III hydroelectric projects of Antioquia between 1990 to 2009. Materials and methods: Periodical entomological samplings were made in the area of impact, in the workers camps, and construction sites. Adult specimens were captured with nets, Shannon light traps, CDC light traps, and protected human bait. Results: Mosquito larvae of the following species were identified: Culex coronator, Culex nigripalpus, Culex corniger, Culex quinquefasciatus and Limatus durhami. The most frequently identifiers of larval habitats were low tanks, waste cans, tires, and aquatic plants. Aedes aegypti specimens were captured in only two rural locations from two municipalities within the area of influence. Specimens from the following mosquito genera were captured in forest areas: Aedes, Mansonia, Culex, Psorophora, Wyeomyia, Phonyomyia, Uranotaenia, Haemagogus and Sabethes. The most important mosquito found was Haemogogus janthinomis, an efficient yellow fever vector in Colombia. The area has been endemic for leishmaniasis and in the current study, 20 species of Lutzomyia sand flies, potential vectors, were identified. Among malaria vectors, the most important species found in the area were Anopheles nuneztovari and Anopheles pseudopunctipennis. Conclusion: A wide variety of vectors were discovered in the area of the Porce II and Porce III hydroelectric projects, and many of these were relevant for public health. Further monitoring will be necessary to minimize disease transmission risks among the workers and the inhabitants of the surrounding areas.","Escobar, J.P.; González, M.C.; López, Y.L.; Osorio, L.; Ríos, C.M.; Salazar, L.F.; Wolff, M.I.; Zuluaga, W.A.","","32",2012,"","Escobar_2012_Twenty-year_surveillance_of_insects_relevant_to_public_health_during_the_construction_of_hydroelectric_facilities_in_Antioquia_Colombia.pdf","","","N/A","N/A","","y; e; s","n; o"
409977,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Ontogenetic colour change in females as a function of antiharassment strategy","Mate choice by females is an important component of sexual selection in many species. Theoretically, female sexual traits may be influenced by selection acting on the females via male mate choice, while the evolutionary consequences of male mate preferences are largely unknown, especially in the context of sexual conflict. We tested whether male mate choice affects the evolution of female colour in the damselfly Ischnura senegalensis in which females exhibit dimorphism consisting of a gynomorph that experiences ontogenetic colour change and an andromorph that does not. We first quantitatively confirmed that only gynomorphs change their body colour in relation to sexual maturation. In field experiments, males were unwilling to mate with sexually immature gynomorphs, although they attempted to mate with immature andromorphs. This is because males changed their mating preference for female colour depending on previous copulation experiences with sexually mature females. As a result, immature andromorphs received more male harassment than sexually immature gynomorphs, and then showed decreased food intake. Immature-specific colour functioned to avoid costly male harassment during female prereproductive stages, suggesting that ontogenetic colour changes in females have evolved as an antiharassment strategy of females via male mate choice. © 2012 The Association for the Study of Animal Behaviour.","Morimoto, G.; Takahashi, Y.; Watanabe, M.","","84",2012,"","","","","","","","",""
409978,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Culicidae (Diptera): Relationships between diversity, distribution and diseases","The great biological diversity and the high endemism of species nominate Brazil as a mega-diverse country, containing about one tenth of the world's biota. This richness is distributed in the country in six continental Biomes: Amazon, Caatinga, Atlantic Forest, Cerrado, Pantanal and Pampa, which are characterized by the uniformity of the environment, according to climate, vegetation type, soil and altitude. In one of the major insect orders, Diptera, the taxonomic and ecological knowledge is focused on species of economic or medical importance, for example, in Culicidae. There are approximately 470 species of Culicidae distributed in Brazil, with species considered wild and others anthropogenic, with greater adaptability to human-modified systems. One factor that determines the occurrence of these species is the structural heterogeneity of the Biome, being that the greatest diversification of resources in the habitat allows the coexistence. However, the trend of the habitats becoming smaller and more isolated has been causing biodiversity loss, that in Brazil, the most conservative estimates indicate that 30% of the natural territory is changed by human use. The Culicidae adaptability to the anthropic environment is the reason why this family has a great evolutionary success, allowing these insects to live in the middle of anthropized environments. It is possible that the diseases spreadby these insects will make continuous adjustments, so it is important to highlight the distribution of Culicidae in Brazil and relate it to changes in natural environments and to epidemiology of some diseases. We should, then, assume epidemiological and entomological surveillance policies, also relating wild Culicidae, in favor of a lucid picture of the Culicidae fauna, as a whole, in local and global scale.","Guedes, M.L.P.","","16",2012,"","","","","","","","",""
409979,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Condition and brightness of structural blue-green: Motmot tail-racket brightness is related to speed of feather growth in males, but not in females","Coloration plays an important role in sexual and social communication, and in many avian species both males and females maintain elaborate colours. Recent research has provided strong support for the hypothesis that elaborate female traits can be maintained by sexual or social selection; however, most research on female ornamentation has focused on pigment-based colours, and less is known about how structural colours are maintained. Both sexes of the turquoise-browed motmot (Eumomota superciliosa) have a blue-green racket-tipped tail, and it remains unknown if tail coloration serves as a sexual or social signal in one or both sexes. Here, we describe sexual dichromatism in the blue-green portion of the tail racket, and we test for a relationship between coloration and condition, as indicated by growth bars. Tail colour of both sexes has a similar spectral shape, and there is significant, although moderate, sexual dichromatism: males are brighter than females, and males have marginally greater blue-green saturation than females. The length of feather grown per day is positively related to overall feather brightness, but this relationship is only present in males. The relationship between male coloration and condition suggests that tail colour has the potential to convey information about individual quality during mate choice or contest competition. The lack of a similar relationship in females suggests that female tail colour does not convey the same condition-dependent information that we suggest may be reflected by male colour. Female tail colour may therefore reflect other aspects of condition, be involved in other (non-condition-dependent) forms of communication, or be expressed as a non-functional byproduct of genetic correlation between the sexes. © 2012 The Linnean Society of London, Biological Journal of the Linnean Society.","Murphy, T.G.; Pham, T.T.","","106",2012,"","","","","","","","",""
409980,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Antioxidant supplementation during early development reduces parasite load but does not affect sexual ornament expression in adult ring-necked pheasants","The 'parasite-mediated sexual selection' (PMSS) hypothesis predicts that exaggerated male ornamentation could provide a signal to females of a male's ability to resist parasites. Empirical tests of the PMSS have been largely equivocal, however, which may be because most have not considered the role of early life-history effects. 2.Many sexually selected traits are carotenoid-based. Allocation of dietary-derived carotenoids to sexual ornaments may trade-off with allocation to pro-inflammatory immune response and/or antioxidant functions, mediated by the oxidative status of individuals. Exposure to parasites can increase oxidative stress, so under this scenario, sexually selected traits indicate ability to resist oxidative stress rather than ability to resist parasites per se. Such life-history trade-offs, mediated by oxidative status of individuals, are particularly acute during growth and development. 3.Here, we use ring-necked pheasants, Phasianus colchicus, a strongly sexually selected species, to test whether supplementation with dietary antioxidants (vitamin E) can mitigate the effects of early exposure to parasites (the nematode, Heterakis gallinarum), via alteration of the oxidative status of individuals, and positively affect the expression of sexual ornaments at adulthood. 4.We found that vitamin E mediated the effect of early exposure to parasites on levels of oxidative damage at 8weeks of age and reduced the parasite load of individuals at adulthood as predicted. However, the expression of sexual ornaments, immune function and growth were unaffected by either early vitamin E supplementation or manipulation of parasite load. In contrast to the predictions of the PMSS hypothesis, the intensity of sexual ornament expression was not related to either parasite load or oxidative status of individuals (current or long-term). Consequently, there was no evidence that the expression of sexual ornaments provided information on the ability of males to resist infection from parasites. © 2012 The Authors. Functional Ecology © 2012 British Ecological Society.","Blount, J.D.; Hoodless, A.N.; Orledge, J.M.; Royle, N.J.","","26",2012,"","","","","","","","",""
409981,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Mayaro: A re-emerging arbovirus in venezuela and latin America","Mayaro virus produces nonspecific, sublethal disease symptoms, often confused with dengue, but with symptoms of arthalgias that can cause incapacitating disability. Outbreaks have been localized and sporadic in the Pan-Amazonia forest since its first isolation in 1954 (Trinidad and Tobago). The literature available is scarce, diverse and dispersed. Mayaro virus is an alphavirus, phylogenetically related to the Semliki forest antigenic complex. UNA and Mayaro viruses are the only viruses of this complex that have been isolated in the New World. Mayaro consists of single-stranded RNA of positive charge, length of 12 kb, subdivided into genomic and subgenomic regions, which encode nonstructural and structuralproteins respectively. Mayaro shows a great plasticity in vertebrate host infection, whereas high specificity in the family Culicidae (mosquitoes). Risk factors of infection are associated with forest areas of northern South America and therainy season. Two genotypes of MAYV have been identified, L (Belterra, Brazil) and D (widely distributed in the Pan-Amazonia). The enzootic cycle is similar to the jungle cycle of yellow fever, which involves Haemagogus mosquitoes and monkeys as reservoirs. However, the involvement of other secondary vectors and other hosts may be important in spread of the virus. Humans may have high levels of viremia, and efficient experimental transmission has been demonstrated in Aedes aegypti, Aedes albopictus and Aedes scapularis, suggesting a significant risk to public health in urban, rural and peridomestic locations close to enzootic foci of Mayaro virus.","Muñoz, M.; Navarro, J.C.","","32",2012,"","","","","","","","",""
409982,"not_duplicate","included","included","finished","database","Scopus","","Evaluation of mosquito (Diptera: Culicidae) species richness using two sampling methods in the hydroelectric reservoir of Simplício, Minas Gerais, Brazil","We compared two types of light traps used for monitoring mosquito abundance in the hydroelectric reservoir of Simplício, Alm Paraíba - Minas Gerais. Mosquitoes were captured bimonthly using automatic CDC and Shannon traps before the filling of the hydroelectric plant reservoir from December 2008 to December 2009. In total, 1474 specimens from 13 genera were captured. Among the captured specimens, several species known to be vectors of disease-causing agents for humans and/or animals were identified, including Anopheles aquasalis, Aedes albopictus, Coquillettidia venezuelensis, Haemagogus leucocelaenus, and Aedes scapularis. Sampling efficacy between the four capture sites was not found to be significantly different, irrespective of species captured or type of trap used. Poor correlation (r x, y = -0.0444) between the number of mosquito species and capture site was observed when not influenced by the type of trap used. Among the installation sites of the CDC and Shannon traps in the areas investigated, CDC traps fixed in livestock shelters obtained an overall higher abundance of species captured. © 2012 Zoological Society of Japan.","Alencar, J.; De Mello, V.S.; Guimarães, A.É.; Morone, F.; Serra-Freire, N.M.; Silva, J.D.S.","","29",2012,"","Alencar_2012_Evaluation_of_mosquito_Diptera-_Culicidae_species_richness_using_two_sampling_methods_in_the_hydroelectric_reservoir_of_Simplicio_Minas_Gerais_Brazil.pdf","","N/A","21° 55' 28.4'' S , 42° 49' 8.9'' W ; 21° 57' 18.3'' S , 42° 52' 39.4'' W","21° 55' 28.4'' S , 42° 49' 8.9'' W","d; /; m; /; s","y; e; s","n; o"
409983,"not_duplicate","included","excluded","not_started","database","Scopus","","Mosquitoes (Diptera: Culiciadae) as potential vectors of arbovirused in the Urabá region, Northwest of Colombia","Introduction: Studies directed to investigate ecological parameters of sylvatic mosquitoes populations permit the establishment of risk levels in the transmission of arboviruses and provide the basis for recommendations to health authorities about prevention, surveillance and control. Objective: To establish the diversity and abundance of mosquitoes vectors of arbovirus in rural area of Apartadó and Turbo, Antioquia. Materials and methods: Quarterly sampling was done. For mosquitocollections in forest fragments CDC traps, Shannon traps and humlanding methods were used. Diversity and abundance indices were calculated. Results: Five hundred eighty-three mosquitoes were collected and identified in 10 genera and 27species. The most abundant species were as follows: Coquilletidia venezuelensis (14.6%), Aedescapularis (14.1%), Psorophora ferox (10.8%) and Culex quinquefasciatus (10.3%). Species richness and ecological indexes were highest in Turbo municipality; where the forest fragment was considered highest in species richness and uniformity. The identification in the samples of Culex pedroi, Ae. scapularis, Aedes angustivittatus, Cq. venezuelensis, Culex nigripalpus, Cx. quinquefasciatus, Culex declarator, Mansonia titillans, Mansonia pseudotitillans, Ps. ferox and Trichoprosopon. Digitatum-all previously reported as arbovirus vectors-warns about the possibility of arbovirus transmission in thezone. Conclusions: Mosquito diversity and abundance in the stud areawas very high. The ecological analysis, plus previous reports about vector competence of several of the recorded species, permits the conclusion that arbovirus outbreaks can occur in the Urabá region.","Parra-Henao, G.; Suárez, L.","","32",2012,"","Parra-Henao_2012_Mosquitoes_Diptera-_Culiciadae_as_potential_vectors_of_arbovirused_in_the_Uraba_region_Northwest_of_Colombia.pdf","Wrong species ","","","","","",""
